id,type,inScheme,member,prefLabel,notation,topConceptOf,theme,broader,broaderTransitive,semanticRelation,narrower,narrowerTransitive,altLabel,belongsTo,hasTopConcept
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/264,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kalkgehalte_beschrijvend,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/265,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kalkreactie met HCL,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/266,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur omschrijving,null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/267,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - CHROMA (kleur1),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/268,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - CHROMA (kleur2),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/269,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - CHROMA (kleur3),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/27,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Geur,Reuk,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/123|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/124|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/125|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/126|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/127|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/128|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/129|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/130|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/131|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/132|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/133|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/134|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/135|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/136|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/137|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/138|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/139|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/140|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/141|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/142|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/143|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/144|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/145|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/146,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/123|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/124|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/125|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/126|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/127|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/128|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/129|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/130|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/131|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/132|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/133|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/134|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/135|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/136|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/137|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/138|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/139|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/140|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/141|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/142|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/143|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/144|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/145|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/146,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/123|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/124|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/125|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/126|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/127|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/128|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/129|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/130|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/131|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/132|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/133|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/134|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/135|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/136|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/137|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/138|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/139|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/140|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/141|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/142|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/143|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/144|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/145|https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/146,Reuk,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/270,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_getal (kleur1),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/271,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_getal (kleur2),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/272,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_getal (kleur3),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/273,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_letters (kleur1),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/274,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_letters (kleur2),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/275,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - HUE_letters (kleur3),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/276,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - kleurcode,null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/277,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - VALUE (kleur1),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/278,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - VALUE (kleur2),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/279,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kleur volgens Munsell - VALUE (kleur3),null,null,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/18,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/28,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Saliniteit,Salin.,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/280,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Korrelverdeling d.m.v. hydrometer/areometer,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/281,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Korrelverdeling d.m.v. laserdiffractie,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/282,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Korrelverdeling d.m.v. zeefproef,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/283,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Meest losse pakking,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/284,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Mengmonster aantal steken,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/285,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Mengmonster ID steek,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/286,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Mengmonster locaties steken,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/287,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Mengmonster locatie steek,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/288,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Mengmonster staalnamepatroon,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/289,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Oogstresten,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/29,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Smaak,Smaak,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/290,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reductie in horizont(ja/nee),null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/291,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - aanwezigheid helling,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/292,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - aard,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/293,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - expositie,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/294,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - helling enkelvoudig,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/295,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - helling meervoudig,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/296,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - landvorm,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/297,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - microreliëf,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/298,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - positie op de helling,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/299,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - situering,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/3,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Kwaliteits Index,QI,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/30,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Temperatuur,T,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/300,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - type helling,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/301,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Reliëf - vorm van de helling,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/302,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Roest - kleur omschrijving,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/303,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Samendrukkingsproef,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/304,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Saturatie-index,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
https://data.omgeving.vlaanderen.be/id/concept/fysico-chemisch/305,http://www.w3.org/2004/02/skos/core#Concept,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,null,Schuifweerstandskarakteristieken,null,https://data.omgeving.vlaanderen.be/id/conceptscheme/fysico-chemische-eigenschap,http://www.eionet.europa.eu/gemet/concept/1322|http://www.eionet.europa.eu/gemet/concept/6229,null,null,null,null,null,null,null,null
